编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
,工业用地,盐城市,射阳县,江苏钱塘江石材市场有限公司,射阳港经济区天津港路南侧6#,50,挂牌出让,,595.7323,,,,2016年8月29日,4.13703,0.001.20,,江苏钱塘江石材市场有限公司,,,,,,,,,,,,,,2017年5月1日,2019年4月30日
,工业用地,盐城市,射阳县,射阳军发石业有限公司,射阳港经济区天津港路南侧8#,50,挂牌出让,,201.9456,,,,2016年8月29日,1.4024,0.001.20,,射阳军发石业有限公司,,,,,,,,,,,,,,2017年5月1日,2019年4月30日
,工业用地,盐城市,射阳县,射阳久川石业有限公司,射阳港经济区天津港路南侧9#,50,挂牌出让,,234.3744,,,,2016年8月29日,1.6276,0.001.20,,射阳久川石业有限公司,,,,,,,,,,,,,,2017年5月1日,2019年4月30日
,工业用地,盐城市,射阳县,射阳结成石业有限公司,射阳港经济区天津港路南侧6#,50,挂牌出让,,216.4752,,,,2016年8月29日,1.5033,0.001.20,,射阳结成石业有限公司,,,,,,,,,,,,,,2017年5月1日,2019年4月30日
,工业用地,盐城市,东台市,东台市展东纺织机械专件厂,东台镇中小企业园南区、龙光路南侧,41.42,挂牌出让,,12.818,,,,2016年8月29日,0.0754,0.800.00,,东台市展东纺织机械专件厂,,,,,,,,,,,,,,2017年4月29日,2018年4月29日
,工业用地,盐城市,东台市,江苏华源手套有限公司,城东新区东洋河东、纬三路北,44.75,挂牌出让,,74.6668,,,,2016年8月29日,0.4316,1.000.00,,江苏华源手套有限公司,,,,,,,,,,,,,,2017年4月29日,2018年4月29日
,工业用地,盐城市,射阳县,射阳汇泰石业有限公司,射阳港经济区天津港路南侧7#,50,挂牌出让,,219.276,,,,2016年8月29日,1.52275,0.001.20,,射阳汇泰石业有限公司,,,,,,,,,,,,,,2017年5月1日,2019年4月30日
,工业用地,盐城市,东台市,江苏国信东台风力发电有限公司,弶港农场,50,挂牌出让,,87.696,,,,2016年8月29日,0.522,1.000.00,,江苏国信东台风力发电有限公司,,,,,,,,,,,,,,2017年4月30日,2017年10月30日
,中低价位、中小套型普通商品住房用地,盐城市,响水县,盐城中正置业有限公司,响陈线北侧、以刚河西侧,50,挂牌出让,,543,,,,2016年8月26日,1.1293,1.002.00,,盐城中正置业有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,公路用地,盐城市,东台市,东台市梁垛镇名丰路项目,东台市梁垛镇梁垛村,,划拨,,0,,,,2016年8月26日,0.3164,0.000.00,,东台市梁垛镇人民政府,,,,,,,,,,,,,,2017年3月26日,2017年6月26日
,工业用地,盐城市,盐都区,盐城市通越组合机床有限公司,盐都区鞍湖街道办事处刘垎村三组,50,挂牌出让,,50.312,,,,2016年8月26日,0.331,1.001.60,,盐城市通越组合机床有限公司,,,,,,,,,,,,,,2017年4月26日,2019年4月25日
,工业用地,盐城市,盐都区,上海电力盐城北龙港光伏发电有限公司,盐都区北龙港街道办事处南龙居委会,50,挂牌出让,,59.3408,,,,2016年8月26日,0.3904,1.001.10,,上海电力盐城北龙港光伏发电有限公司,,,,,,,,,,,,,,2017年4月26日,2019年4月25日
,住宿餐饮用地,盐城市,大丰市,国网江苏省电力公司盐城市大丰区供电公司,大桥镇幸福路东侧、大港路北侧,40,挂牌出让,,186,,,,2016年8月26日,0.3087,0.002.00,,国网江苏省电力公司盐城市大丰区供电公司,,,,,,,,,,,,,,2017年2月28日,2019年2月28日
,医卫慈善用地,盐城市,射阳县,射阳县养老中心,射阳县福利院东侧,,划拨,,0,,,,2016年8月26日,5.56716,0.001.60,,射阳县国有资产投资有限责任公司,,,,,,,,,,,,,,2016年11月26日,2018年11月25日
,科教用地,盐城市,射阳县,建设射阳县第三中学,合德镇双龙居委会,,划拨,,0,,,,2016年8月26日,7.3124,0.001.00,,射阳县城市建设发展集团有限公司,,,,,,,,,,,,,,2016年10月14日,2018年10月13日
,中低价位、中小套型普通商品住房用地,盐城市,盐城市本级,上海景泰置业有限公司,盐城市城南新区新都街道办事处东进居委会五组(戴庄路西、蓝海路北侧）,70,挂牌出让,,24111.494,,,,2016年8月26日,5.7683,1.002.20,,上海景泰置业有限公司,,,,,,,,,,,,,,2017年5月26日,2020年5月26日
,中低价位、中小套型普通商品住房用地,盐城市,盐城市本级,盐城市城南房地产开发有限责任公司、宏安（香港）有限公司,盐城市城南新区新都街道办事处东进居委会二、五组（戴庄路西、学海路北侧）,70,挂牌出让,,27965.838,,,,2016年8月26日,7.3209,1.002.20,,盐城市城南房地产开发有限责任公司、宏安（香港）有限公司,,,,,,,,,,,,,,2017年5月26日,2020年5月26日
,中低价位、中小套型普通商品住房用地,盐城市,盐城市本级,盐城市城南房地产开发有限责任公司、宏安（香港）有限公司,盐城市城南新区新都街道办事处东进居委会五组（胜利路东、兰海路北侧）,70,挂牌出让,,24433.985,,,,2016年8月26日,5.8315,1.002.20,,盐城市城南房地产开发有限责任公司、宏安（香港）有限公司,,,,,,,,,,,,,,2017年5月26日,2020年5月26日
,工业用地,盐城市,盐都区,江苏东九重工股份有限公司,盐都区盐龙街道办事处合心居委会三组,50,挂牌出让,,1055.3998,,,,2016年8月26日,5.1233,1.001.60,,江苏东九重工股份有限公司,,,,,,,,,,,,,,2017年4月26日,2019年4月25日
,工业用地,盐城市,盐都区,江苏远大生物工程设备股份有限公司,盐都区冈中街道办事处民生村二、六组,50,挂牌出让,,134.6734,,,,2016年8月26日,0.6667,1.001.60,,江苏远大生物工程设备股份有限公司,,,,,,,,,,,,,,2017年4月26日,2019年4月25日
,工业用地,盐城市,盐都区,盐城市奥中机械设备有限公司,盐都区鞍湖街道办事处刘垎村三组,50,挂牌出让,,50.8744,,,,2016年8月26日,0.3347,1.001.60,,盐城市奥中机械设备有限公司,,,,,,,,,,,,,,2017年4月26日,2019年4月25日
,工业用地,盐城市,盐都区,江苏宇驰包装股份有限公司,盐都区鞍湖街道办事处刘垎村三组,50,挂牌出让,,162.0472,,,,2016年8月26日,1.0661,1.001.60,,江苏宇驰包装股份有限公司,,,,,,,,,,,,,,2017年4月26日,2019年4月25日
,工业用地,盐城市,盐都区,江苏振禾农业装备有限公司,盐都区鞍湖街道办事处刘垎村三组,50,挂牌出让,,219.4576,,,,2016年8月26日,1.4438,1.001.60,,江苏振禾农业装备有限公司,,,,,,,,,,,,,,2017年4月26日,2019年4月25日
,科教用地,盐城市,东台市,头灶镇曹丿小学操场,头灶镇曹丿小学内,,划拨,,0,,,,2016年8月24日,0.5645,0.001.00,,东台市头灶镇人民政府,,,,,,,,,,,,,,2016年12月9日,2017年6月9日
,经济适用住房用地,盐城市,建湖县,湖中北路东侧、刘家墩路北新建经济适用房项目,近湖街道镇北村杨沟组、陈堡村新河组,,划拨,,0,,,,2016年8月23日,3.1758,1.001.50,,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016年10月10日,2018年10月9日
,工业用地,盐城市,盐城市本级,东熙汽车零配件项目,盐城经济技术开发区新城街道东滩村,50,挂牌出让,,649.7774,,,,2016年8月22日,2.9138,0.702.00,,江苏东熙汽车配件有限公司,,,,,,,,,,,,,,2016年12月18日,2018年12月19日
,工业用地,盐城市,盐城市本级,新奥汽车零部件研发及产业化项目,盐城经济技术开发区新城街道蔡尖村,50,挂牌出让,,101.953,,,,2016年8月22日,0.4742,0.702.00,,江苏奥新新能源汽车有限公司,,,,,,,,,,,,,,2016年12月18日,2018年12月18日
,机关团体用地,盐城市,盐城市本级,新河街道新墩社区居民服务中心,盐城市城南新区新河街道新墩社区居委会,,划拨,,0,,,,2016年8月22日,0.2467,0.730.00,,盐城市城南新区新河街道办事处,,,,,,,,,,,,,,2017年4月20日,2020年4月20日
,医卫慈善用地,盐城市,大丰市,同仁医院建设项目,大丰区大中镇春柳路西侧、晨风路南侧,,划拨,,0,,,,2016年8月22日,6.0607,1.001.50,,盐城市大丰同仁医院,,,,,,,,,,,,,,2017年1月20日,2019年1月20日
,公共设施用地,盐城市,亭湖区,江苏黄海区域海洋气象预警中心（盐城市气象灾害预警应急中心）项目,江苏盐城亭湖经济开发区南林社区居民委员会一组,,划拨,,0,,,,2016年8月22日,0.9753,0.000.84,,盐城市气象局,,,,,,,,,,,,,,2016年11月25日,2018年11月25日
,工业用地,盐城市,盐城市本级,盐阜交运汽车零部件项目,盐城经济技术开发区新城街道中舍村,50,挂牌出让,,424,,,,2016年8月18日,2,0.702.00,,江苏盐阜交运汽车配件有限公司,,,,,,,,,,,,,,2016年12月18日,2018年12月18日
,工业用地,盐城市,盐城市本级,瑞一汽车零部件项目,盐城经济技术开发区新城街道东滩村五组,50,挂牌出让,,518.0903,,,,2016年8月18日,2.3443,0.702.00,,江苏瑞一汽车零部件有限公司,,,,,,,,,,,,,,2016年12月18日,2018年12月18日
,公共设施用地,盐城市,盐城市本级,新奥储配站扩建项目,盐城经济技术开发区新城街道蔡尖社区居委会,50,挂牌出让,,16.6089,,,,2016年8月18日,0.0719,0.000.50,,盐城新城新奥燃气有限公司,,,,,,,,,,,,,,2016年12月18日,2018年12月18日
,公共设施用地,盐城市,盐城市本级,新奥燃气储配站扩建项目,盐城经济技术开发区新城街道蔡尖社区居委会,50,挂牌出让,,142.9197,,,,2016年8月18日,0.6187,0.000.50,,盐城新城新奥燃气有限公司,,,,,,,,,,,,,,2016年12月18日,2018年12月18日
,公路用地,盐城市,盐城市本级,市区范公路南段工程,盐城市城南新区伍佑街道伍东村、新都街道东进村、新河街道新河村、新墩村，盐城经济技术开发区德喜村,,划拨,,0,,,,2016年8月18日,57.6352,0.000.00,,盐城市交通运输局,,,,,,,,,,,,,,2017年2月9日,2020年2月7日
,公路用地,盐城市,盐城市本级,市区青年路扩建工程,盐城市城南新区新河街道办事处新河社区五组,,划拨,,0,,,,2016年8月18日,1.1493,0.000.00,,盐城市交通运输局,,,,,,,,,,,,,,2017年2月9日,2020年2月7日
,港口码头用地,盐城市,盐城市本级,盐城内河港市区港区步凤作业区码头工程,盐城经济技术开发区步凤镇友权村,,划拨,,0,,,,2016年8月17日,2.6172,0.000.00,,盐城东方港务发展有限公司,,,,,,,,,,,,,,2016年12月18日,2018年12月18日
,科教用地,盐城市,盐都区,盐城中咏投资发展有限公司,盐都区盐龙街道办事处古亭居委会四、五组,50,挂牌出让,,18412.52,,,,2016年8月16日,17.305,0.601.20,,盐城中咏投资发展有限公司,,,,,,,,,,,,,,2017年12月15日,2020年12月14日
,工业用地,盐城市,亭湖区,江苏远致达轨道交通发展有限公司,盐城市亭湖区环保科技城民联村民委员会一组,50,挂牌出让,,602.9108,,,,2016年8月15日,2.5876,1.001.60,,江苏远致达轨道交通发展有限公司,,,,,,,,,,,,,,2017年4月15日,2020年4月15日
,公共设施用地,盐城市,东台市,东台市唐洋镇文化广电服务中心,东台市唐洋镇安建村二组,,划拨,,0,,,,2016年8月12日,0.4304,0.001.20,,唐洋镇人民政府,,,,,,,,,,,,,,2017年3月12日,2017年9月12日
,科教用地,盐城市,东台市,东台市第一小学开发区分校,江苏东台经济开发区经三路东侧,,划拨,,0,,,,2016年8月11日,1.7004,0.000.48,,东台市第一小学,,,,,,,,,,,,,,2017年4月11日,2018年4月11日
,公共设施用地,盐城市,东台市,南沈灶派出所业务用房,东台市南沈灶镇镇中路南侧,,划拨,,0,,,,2016年8月10日,0.3819,0.001.00,,东台市公安局,,,,,,,,,,,,,,2017年4月10日,2018年4月10日
,科教用地,盐城市,滨海县,滨海县教育局,滨海县经济开发区西坎村、海港大道北侧，明达北路南侧,,划拨,,0,,,,2016年8月10日,1.32734,0.000.70,,滨海县教育局,,,,,,,,,,,,,,2016年10月10日,2018年10月10日
,工业用地,盐城市,滨海县,滨海锦锋路桥设备制造有限公司,滨海县东坎镇民营园,50,挂牌出让,,69.3,,,,2016年8月9日,0.50955,0.700.00,,滨海锦锋路桥设备制造有限公司,,,,,,,,,,,,,,2016年10月9日,2018年10月9日
,其他商服用地,盐城市,盐都区,盐城市大纵湖湖区资源开发有限公司,滨湖街道办事处平湖居委会,40,挂牌出让,,646.5625,,,,2016年8月8日,1.0345,1.200.00,,盐城市大纵湖湖区资源开发有限公司,,,,,,,,,,,,,,2017年12月7日,2020年12月6日
,其他商服用地,盐城市,盐都区,盐城市双新建设投资有限公司,大纵湖镇三官村,40,挂牌出让,,1992.635,,,,2016年8月8日,2.1542,1.200.00,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年12月7日,2020年11月6日
,其他商服用地,盐城市,盐都区,盐城市双新建设投资有限公司,大纵湖镇三官村,40,挂牌出让,,3246.3912,,,,2016年8月8日,4.0378,1.200.00,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年12月7日,2020年12月6日
,其他商服用地,盐城市,盐都区,盐城市大纵湖湖区资源开发有限公司,滨湖街道办事处平湖居委会,40,挂牌出让,,1653.75,,,,2016年8月8日,2.646,1.200.00,,盐城市大纵湖湖区资源开发有限公司,,,,,,,,,,,,,,2017年12月7日,2020年12月6日
,工业用地,盐城市,大丰市,大丰市宏丰米业有限公司,白驹镇狮子口村,34.93,协议出让,,2.43,,,,2016年8月6日,0.0167,0.001.00,,大丰市宏丰米业有限公司,,,,,,,,,,,,,,2016年8月8日,2016年8月9日
,其他商服用地,盐城市,东台市,中国石化销售有限公司江苏盐城石油分公司,开发区北绕城南侧、九里沟东侧,40,挂牌出让,,429.355,,,,2016年8月5日,0.3994,0.000.30,,中国石化销售有限公司江苏盐城石油分公司,,,,,,,,,,,,,,2017年5月5日,2017年11月5日
,工业用地,盐城市,亭湖区,盐城清新环境技术有限公司,盐城市亭湖区环保科技城绍林村民委员会五组,50,挂牌出让,,3640.9,,,,2016年8月5日,15.83,0.801.40,,盐城清新环境技术有限公司,,,,,,,,,,,,,,2017年4月6日,2020年4月6日
,工业用地,盐城市,亭湖区,盐城清和新能源有限公司,盐城市亭湖区经济开发区南映经济合作社一组,50,挂牌出让,,2010.65,,,,2016年8月5日,8.0426,1.001.60,,盐城清和新能源有限公司,,,,,,,,,,,,,,2017年4月6日,2020年4月6日
,工业用地,盐城市,亭湖区,盐城嘉亭园区建设有限公司,江苏亭湖经济开发区南映村民委员会二组,50,挂牌出让,,422.175,,,,2016年8月5日,1.6887,1.001.60,,盐城嘉亭园区建设有限公司,,,,,,,,,,,,,,2017年4月6日,2019年4月6日
,工业用地,盐城市,亭湖区,恒有源科技发展集团盐城有限公司,盐城市亭湖区环保科技城民联村民委员会一组,50,挂牌出让,,1584.4,,,,2016年8月5日,6.8,1.001.60,,恒有源科技发展集团盐城有限公司,,,,,,,,,,,,,,2017年4月6日,2020年4月6日
,工业用地,盐城市,亭湖区,盐城市荣意来纺机有限公司,盐城市亭湖区盐东镇荣意来路西、宏华路北侧,50,挂牌出让,,302.548,,,,2016年8月5日,1.4072,0.801.60,,盐城市荣意来纺机有限公司,,,,,,,,,,,,,,2017年4月6日,2019年4月6日
,公路用地,盐城市,盐都区,纬八路东段工程,盐都区盐龙街道办事处合心居委会二、三、四组,,划拨,,0,,,,2016年8月4日,2.6625,0.000.00,,盐城市盐都区盐龙街道办事处,,,,,,,,,,,,,,2016年11月5日,2017年11月4日
,其他商服用地,盐城市,东台市,东台黄海森林投资发展有限公司,黄海森林公园海林路北侧地块二,40,挂牌出让,,145.1208,,,,2016年8月3日,0.43976,0.001.60,,东台黄海森林投资发展有限公司,,,,,,,,,,,,,,2017年5月3日,2019年5月3日
,其他商服用地,盐城市,东台市,东台黄海森林投资发展有限公司,黄海森林公园海林路北侧地块一,40,挂牌出让,,135.3858,,,,2016年8月3日,0.41026,0.001.60,,东台黄海森林投资发展有限公司,,,,,,,,,,,,,,2017年5月3日,2019年5月3日
,工业用地,盐城市,东台市,东台鹏惠机械制造有限公司,唐洋镇心红机械创业园,50,挂牌出让,,239.36,,,,2016年8月3日,1.408,0.700.00,,东台鹏惠机械制造有限公司,,,,,,,,,,,,,,2017年4月3日,2018年4月3日
,经济适用住房用地,盐城市,射阳县,射东公寓保障性住房一期工程2,县城黄海南路东侧建设大道北侧,,划拨,,0,,,,2016年8月3日,0.3757,1.502.20,,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016年10月4日,2018年9月2日
,经济适用住房用地,盐城市,射阳县,射东公寓保障性住房一期工程3,县城黄海南路东侧建设大道北侧,,划拨,,0,,,,2016年8月3日,0.1827,1.502.20,,江苏射阳经济开发区经济开发总公司,,,,,,,,,,,,,,2016年10月4日,2018年10月3日
,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,海鑫新能源,开发区锦仁村五组（原高峰村二组）,70,挂牌出让,,8993,,,,2016年8月2日,3.994863,2.003.00,,江苏海鑫新能源发展有限公司,,,,,,,,,,,,,,2016年9月12日,2018年9月12日
,中低价位、中小套型普通商品住房用地,盐城市,阜宁县,海鑫新能源二,开发区锦仁村五组（原高峰村二组）,70,挂牌出让,,7123,,,,2016年8月2日,3.156746,2.003.00,,江苏海鑫新能源发展有限公司,,,,,,,,,,,,,,2016年9月12日,2018年9月12日
,经济适用住房用地,盐城市,射阳县,射阳县洋马镇黄海居委会,射阳县洋马镇港中居委会,,划拨,,0,,,,2016年8月1日,0.3376,1.502.50,,射阳县洋马镇黄海居委会,,,,,,,,,,,,,,2017年2月28日,2019年2月27日
,经济适用住房用地,盐城市,射阳县,射阳县洋马镇港中居委会,射阳县洋马镇港中居委会,,划拨,,0,,,,2016年8月1日,0.0766,1.502.50,,射阳县洋马镇港中居委会,,,,,,,,,,,,,,2017年2月28日,2019年2月27日
